"name","namespace","rootEntityType","methodName","methodVersion","methodNamespace","methodUri","sourceRepo","workspace_key","methodPath","name_key"
"dada2_terra_iseq","broad-firecloud-dsde-methods","plate",NA,"main",NA,"dockstore://github.com%2Fjorgeamaya%2Fdada2_terra_iseq/main","dockstore","broad-firecloud-dsde-methods/malaria-amplicon-decontamination","github.com/jorgeamaya/dada2_terra_iseq","dada2_terra_iseq:broad-firecloud-dsde-methods/malaria-amplicon-decontamination"
"VectorSeq_Terra","broad-firecloud-dsde-methods","plate",NA,"main",NA,"dockstore://github.com%2Fjorgeamaya%2FVectorSeq_Terra/main","dockstore","broad-firecloud-dsde-methods/malaria-amplicon-decontamination","github.com/jorgeamaya/VectorSeq_Terra","VectorSeq_Terra:broad-firecloud-dsde-methods/malaria-amplicon-decontamination"
"optional-Mutect2-Normal-Normal","gatk","sample_set",NA,"2.6.0",NA,"dockstore://github.com%2Fgatk-workflows%2Fgatk4-somatic-snvs-indels%2Fmutect2-normal-normal/2.6.0","dockstore","help-gatk/Somatic-SNVs-Indels-GATK4","github.com/gatk-workflows/gatk4-somatic-snvs-indels/mutect2-normal-normal","optional-Mutect2-Normal-Normal:help-gatk/Somatic-SNVs-Indels-GATK4"
"1-Mutect2_PON","help-gatk","sample_set",NA,"4.1.7.0",NA,"dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fmutect2_pon/4.1.7.0","dockstore","help-gatk/Somatic-SNVs-Indels-GATK4","github.com/broadinstitute/gatk/mutect2_pon","1-Mutect2_PON:help-gatk/Somatic-SNVs-Indels-GATK4"
"2-Mutect2-GATK4","help-gatk","pair",NA,"4.1.7.0",NA,"dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fmutect2/4.1.7.0","dockstore","help-gatk/Somatic-SNVs-Indels-GATK4","github.com/broadinstitute/gatk/mutect2","2-Mutect2-GATK4:help-gatk/Somatic-SNVs-Indels-GATK4"
"Avant-garde","broadlincsproteomics",NA,"Avant-garde","1","broadlincsproteomics","agora://broadlincsproteomics/Avant-garde/1","agora","lincs-phosphodia/Avant-garde_LINCS_PC3",NA,"Avant-garde:lincs-phosphodia/Avant-garde_LINCS_PC3"
"Avant-garde","broadlincsproteomics",NA,"Avant-garde","1","broadlincsproteomics","agora://broadlincsproteomics/Avant-garde/1","agora","lincs-phosphodia/Avant-garde_Tutorial",NA,"Avant-garde:lincs-phosphodia/Avant-garde_Tutorial"
"1-1-Preprocessing-For-Variant-Discovery-HG38","broad-firecloud-dsde","sample",NA,"2.1.0",NA,"dockstore://github.com%2Fgatk-workflows%2Fgatk4-data-processing%2Fprocessing-for-variant-discovery-gatk4/2.1.0","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/gatk-workflows/gatk4-data-processing/processing-for-variant-discovery-gatk4","1-1-Preprocessing-For-Variant-Discovery-HG38:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"2-1-Processing-For-Variant-Discovery-B37","broad-firecloud-dsde","sample",NA,"2.1.0",NA,"dockstore://github.com%2Fgatk-workflows%2Fgatk4-data-processing%2Fprocessing-for-variant-discovery-gatk4/2.1.0","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/gatk-workflows/gatk4-data-processing/processing-for-variant-discovery-gatk4","2-1-Processing-For-Variant-Discovery-B37:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"Optional-Gatk-GatherVCFsCloud","broad-firecloud-dsde","participant","Gatk-GatherVCFsCloud","1","gatk","agora://gatk/Gatk-GatherVCFsCloud/1","agora","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling",NA,"Optional-Gatk-GatherVCFsCloud:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"Optional-Paired-FASTQ-to-Unmapped-BAM","broad-firecloud-dsde","sample",NA,"2.0.0",NA,"dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FPaired-FASTQ-to-Unmapped-BAM/2.0.0","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/gatk-workflows/seq-format-conversion/Paired-FASTQ-to-Unmapped-BAM","Optional-Paired-FASTQ-to-Unmapped-BAM:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"1-2-Haplotypecaller-HG38","help-gatk","sample",NA,"2.3.1",NA,"dockstore://github.com%2Fgatk-workflows%2Fgatk4-germline-snps-indels%2Fhaplotypecaller-gvcf-gatk4/2.3.1","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/gatk-workflows/gatk4-germline-snps-indels/haplotypecaller-gvcf-gatk4","1-2-Haplotypecaller-HG38:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"1-3-Generate-Sample-Map-HG38","help-gatk","sample_set","generate-sample-map","3","gatk","agora://gatk/generate-sample-map/3","agora","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling",NA,"1-3-Generate-Sample-Map-HG38:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"1-4-JointGenotyping-HG38","help-gatk","sample_set",NA,"JointGenotyping_v1.5.1",NA,"dockstore://github.com%2Fbroadinstitute%2Fwarp%2FJointGenotyping/JointGenotyping_v1.5.1","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/broadinstitute/warp/JointGenotyping","1-4-JointGenotyping-HG38:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"2-2-Haplotypecaller-B37","help-gatk","sample",NA,"2.3.1",NA,"dockstore://github.com%2Fgatk-workflows%2Fgatk4-germline-snps-indels%2Fhaplotypecaller-gvcf-gatk4/2.3.1","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/gatk-workflows/gatk4-germline-snps-indels/haplotypecaller-gvcf-gatk4","2-2-Haplotypecaller-B37:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"2-3-Generate-Sample-Map-B37","help-gatk","sample_set","generate-sample-map","3","gatk","agora://gatk/generate-sample-map/3","agora","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling",NA,"2-3-Generate-Sample-Map-B37:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"2-4-JointGenotyping-B37","help-gatk","sample_set",NA,"JointGenotyping_v1.5.1",NA,"dockstore://github.com%2Fbroadinstitute%2Fwarp%2FJointGenotyping/JointGenotyping_v1.5.1","dockstore","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling","github.com/broadinstitute/warp/JointGenotyping","2-4-JointGenotyping-B37:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"Optional-ReblockGVCF-gatk4_exomes_goodCompression","methodsDev","participant","ReblockGVCF-gatk4_exomes_goodCompression","4","methodsDev","agora://methodsDev/ReblockGVCF-gatk4_exomes_goodCompression/4","agora","dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling",NA,"Optional-ReblockGVCF-gatk4_exomes_goodCompression:dsp-edu-dev/Nov_2023_Workshop - GATK4-Germline-Preprocessing-VariantCalling-JointCalling"
"AnVILBulkRNASeq","bioconductor-rpci-anvil","participant_set",NA,"master",NA,"dockstore://github.com%2FKayla-Morrell%2FAnVILBulkRNASeq/master","dockstore","bioconductor-rpci-anvil/Bioconductor-Workflow-DESeq2","github.com/Kayla-Morrell/AnVILBulkRNASeq","AnVILBulkRNASeq:bioconductor-rpci-anvil/Bioconductor-Workflow-DESeq2"
"gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg","broadinstitute_cga","participant","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__clinical_supplement__bcr_xml__cfg","broadinstitute_cga","participant","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_OV_hg38_OpenAccess_GDCDR-12-0_DATA"
"mtx_workflow_biobakery_version3","mtx_workflow_biobakery_version3",NA,"mtx_workflow_biobakery_version3","46","mtx_workflow_biobakery_version3","agora://mtx_workflow_biobakery_version3/mtx_workflow_biobakery_version3/46","agora","waldronlab-terra-rstudio/mtx_workflow_biobakery_version3_template",NA,"mtx_workflow_biobakery_version3:waldronlab-terra-rstudio/mtx_workflow_biobakery_version3_template"
"assemble_refbased","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fassemble_refbased/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/assemble_refbased","assemble_refbased:pathogen-genomic-surveillance/COVID-19"
"fastq_to_ubam","pathogen-genomic-surveillance",NA,NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Ffastq_to_ubam/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/fastq_to_ubam","fastq_to_ubam:pathogen-genomic-surveillance/COVID-19"
"fetch_sra_to_bam","pathogen-genomic-surveillance",NA,NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Ffetch_sra_to_bam/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/fetch_sra_to_bam","fetch_sra_to_bam:pathogen-genomic-surveillance/COVID-19"
"sarscov2_genbank","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_genbank/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_genbank","sarscov2_genbank:pathogen-genomic-surveillance/COVID-19"
"sarscov2_illumina_full","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_illumina_full/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_illumina_full","sarscov2_illumina_full:pathogen-genomic-surveillance/COVID-19"
"sarscov2_lineages","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_lineages/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_lineages","sarscov2_lineages:pathogen-genomic-surveillance/COVID-19"
"sarscov2_nextclade_multi","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_nextclade_multi/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_nextclade_multi","sarscov2_nextclade_multi:pathogen-genomic-surveillance/COVID-19"
"sarscov2_nextstrain","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_nextstrain/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_nextstrain","sarscov2_nextstrain:pathogen-genomic-surveillance/COVID-19"
"sarscov2_sra_to_genbank","pathogen-genomic-surveillance","sample",NA,"master",NA,"dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_sra_to_genbank/master","dockstore","pathogen-genomic-surveillance/COVID-19","github.com/broadinstitute/viral-pipelines/sarscov2_sra_to_genbank","sarscov2_sra_to_genbank:pathogen-genomic-surveillance/COVID-19"
"trinity_rna_seq","CTAT",NA,"trinity_rna_seq","1","CTAT","agora://CTAT/trinity_rna_seq/1","agora","ctat-firecloud/Trinity",NA,"trinity_rna_seq:ctat-firecloud/Trinity"
"pbs-bam","epi","file","pbs-bam","22","epi","agora://epi/pbs-bam/22","agora","encode-tutorial/ENCODE-Tutorial-May-2020",NA,"pbs-bam:encode-tutorial/ENCODE-Tutorial-May-2020"
"CRAM-to-BAM","fc-product-demo",NA,NA,"3.0.0",NA,"dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FCRAM-to-BAM/3.0.0","dockstore","fc-product-demo/BioDataCatalyst-Gen3-data-on-Terra-Tutorial","github.com/gatk-workflows/seq-format-conversion/CRAM-to-BAM","CRAM-to-BAM:fc-product-demo/BioDataCatalyst-Gen3-data-on-Terra-Tutorial"
"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga/TCGA_ACC_hg38_OpenAccess_GDCDR-12-0_DATA"
"1-GDC_Bam_Downloader","broad-firecloud-dsde","sample","gdc_bam_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_bam_downloader/2","agora","help-gatk/Introduction-to-Target-Dataset",NA,"1-GDC_Bam_Downloader:help-gatk/Introduction-to-Target-Dataset"
"optional-GDC_File_Downloader","broad-firecloud-dsde",NA,"gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","help-gatk/Introduction-to-Target-Dataset",NA,"optional-GDC_File_Downloader:help-gatk/Introduction-to-Target-Dataset"
"2-CNV_Somatic_Panel","help-gatk","sample_set",NA,"4.1.7.0",NA,"dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fcnv_somatic_panel_workflow/4.1.7.0","dockstore","help-gatk/Introduction-to-Target-Dataset","github.com/broadinstitute/gatk/cnv_somatic_panel_workflow","2-CNV_Somatic_Panel:help-gatk/Introduction-to-Target-Dataset"
"3-CNV_Somatic_Pair","help-gatk","pair",NA,"4.1.7.0",NA,"dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fcnv_somatic_pair_workflow/4.1.7.0","dockstore","help-gatk/Introduction-to-Target-Dataset","github.com/broadinstitute/gatk/cnv_somatic_pair_workflow","3-CNV_Somatic_Pair:help-gatk/Introduction-to-Target-Dataset"
"gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg","broadinstitute_cga","participant","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__clinical_supplement__bcr_xml__cfg","broadinstitute_cga","participant","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA"
"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg","broadinstitute_cga","sample","gdc_file_downloader","2","broadinstitute_cga","agora://broadinstitute_cga/gdc_file_downloader/2","agora","broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA",NA,"gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga/TCGA_UCS_hg38_OpenAccess_GDCDR-12-0_DATA"
