name,namespace,rootEntityType,methodName,methodVersion,methodNamespace,methodUrl,sourceRepo,workspace_key,name_key,methodPath
gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_SARC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_SARC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_SARC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_SARC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
MalariaVector_Phasing,warp-pipelines,phasing_sample_set,NA,master,NA,dockstore://github.com%2Fmalariagen%2Fpipelines%2FMalariaVector_Phasing/master,dockstore,wsi-pam-s10005-vectorhap:MalariaGEN_vector_phasing_ag3,MalariaVector_Phasing:wsi-pam-s10005-vectorhap:MalariaGEN_vector_phasing_ag3,github.com/malariagen/pipelines/MalariaVector_Phasing
1_MuTect1_Variants_Calling,firecloud-sehyun,participant,NA,master,NA,dockstore://github.com%2Fshbrief%2F1_mutect1_variants_calling/master,dockstore,waldronlab-terra:Tumor_Only_CNV,1_MuTect1_Variants_Calling:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/1_mutect1_variants_calling
1_PureCN_IntervalFile,firecloud-sehyun,participant,1_purecn_intervalfile,1,CNVworkflow,agora://CNVworkflow/1_purecn_intervalfile/1,agora,waldronlab-terra:Tumor_Only_CNV,1_PureCN_IntervalFile:waldronlab-terra:Tumor_Only_CNV,NA
2_PureCN_Coverage,firecloud-sehyun,participant,NA,master,NA,dockstore://github.com%2Fshbrief%2F2_purecn_coverage/master,dockstore,waldronlab-terra:Tumor_Only_CNV,2_PureCN_Coverage:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/2_purecn_coverage
3_PureCN_normalDB,firecloud-sehyun,participant_set,NA,master,NA,dockstore://github.com%2Fshbrief%2F3_purecn_normaldb/master,dockstore,waldronlab-terra:Tumor_Only_CNV,3_PureCN_normalDB:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/3_purecn_normaldb
4_PureCN_PureCN,firecloud-sehyun,participant,NA,SynthData,NA,dockstore://github.com%2Fshbrief%2F4_purecn_purecn/SynthData,dockstore,waldronlab-terra:Tumor_Only_CNV,4_PureCN_PureCN:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/4_purecn_purecn
5_PureCN_Dx,firecloud-sehyun,participant,NA,SynthData,NA,dockstore://github.com%2Fshbrief%2F5_purecn_dx/SynthData,dockstore,waldronlab-terra:Tumor_Only_CNV,5_PureCN_Dx:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/5_purecn_dx
1_MuTect1_PON,waldronlab-sehyun,participant_set,NA,master,NA,dockstore://github.com%2Fshbrief%2F1_mutect1_pon/master,dockstore,waldronlab-terra:Tumor_Only_CNV,1_MuTect1_PON:waldronlab-terra:Tumor_Only_CNV,github.com/shbrief/1_mutect1_pon
sarscov2_nextclade_multi,inform-africa-dsi,NA,NA,master,NA,dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_nextclade_multi/master,dockstore,inform-africa-dsi:SARS-CoV-2%20genomic%20surveillance%20across%20Africa,sarscov2_nextclade_multi:inform-africa-dsi:SARS-CoV-2%20genomic%20surveillance%20across%20Africa,github.com/broadinstitute/viral-pipelines/sarscov2_nextclade_multi
sarscov2_nextstrain,inform-africa-dsi,NA,NA,master,NA,dockstore://github.com%2Fbroadinstitute%2Fviral-pipelines%2Fsarscov2_nextstrain/master,dockstore,inform-africa-dsi:SARS-CoV-2%20genomic%20surveillance%20across%20Africa,sarscov2_nextstrain:inform-africa-dsi:SARS-CoV-2%20genomic%20surveillance%20across%20Africa,github.com/broadinstitute/viral-pipelines/sarscov2_nextstrain
1_Collect-1000G-participants,fc-product-demo,participant,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FCollect-1000G-participants/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,1_Collect-1000G-participants:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Collect-1000G-participants
2_Generate-synthetic-reads,fc-product-demo,participant,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FGenerate-synthetic-reads/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,2_Generate-synthetic-reads:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Generate-synthetic-reads
3_Mutate-reads-with-BAMSurgeon,fc-product-demo,participant,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FMutate-reads-with-BAMSurgeon/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,3_Mutate-reads-with-BAMSurgeon:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Mutate-reads-with-BAMSurgeon
4_Call-single-sample-GVCF-GATK,fc-product-demo,participant,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FCall-single-sample-GVCF-GATK/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,4_Call-single-sample-GVCF-GATK:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Call-single-sample-GVCF-GATK
5_Joint-call-and-hard-filter-GATK4,fc-product-demo,participant_set,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FJoint-call-and-hard-filter-GATK4/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,5_Joint-call-and-hard-filter-GATK4:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Joint-call-and-hard-filter-GATK4
6_Predict-variant-effects-GEMINI,fc-product-demo,participant_set,NA,master,NA,dockstore://github.com%2Fterra-workflows%2Ftetralogy-of-fallot%2FPredict-variant-effects-GEMINI/master,dockstore,help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,6_Predict-variant-effects-GEMINI:help-gatk:Reproducibility_Case_Study_Tetralogy_of_Fallot,github.com/terra-workflows/tetralogy-of-fallot/Predict-variant-effects-GEMINI
determine_PCA_sites_dragen,broad-firecloud-dsde-methods,sample_set,determine_hg_sites,6,methodsDev,agora://methodsDev/determine_hg_sites/6,agora,broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,determine_PCA_sites_dragen:broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,NA
determine_PCA_sites_FE,broad-firecloud-dsde-methods,sample_set,determine_hg_sites,6,methodsDev,agora://methodsDev/determine_hg_sites/6,agora,broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,determine_PCA_sites_FE:broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,NA
determine_PCA_sites_mixed_batches,broad-firecloud-dsde-methods,sample_set,determine_hg_sites,6,methodsDev,agora://methodsDev/determine_hg_sites/6,agora,broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,determine_PCA_sites_mixed_batches:broad-firecloud-dsde-methods:joint-calling-FE-versus-dragen-batch-effect-exp,NA
CGA_WES_Characterization_Pipeline_v0.2_Jun2019,getzlab,pair,CGA_WES_Characterization_Pipeline_v0.2_Jun2019,5,getzlab,agora://getzlab/CGA_WES_Characterization_Pipeline_v0.2_Jun2019/5,agora,broad-fc-getzlab-workflows:CGA_WES_Characterization_OpenAccess,CGA_WES_Characterization_Pipeline_v0.2_Jun2019:broad-fc-getzlab-workflows:CGA_WES_Characterization_OpenAccess,NA
CRAM-to-BAM,fc-product-demo,NA,NA,3.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FCRAM-to-BAM/3.0.0,dockstore,help-gatk:Terra-201-Gen3-Module,CRAM-to-BAM:help-gatk:Terra-201-Gen3-Module,github.com/gatk-workflows/seq-format-conversion/CRAM-to-BAM
1-Mutect2-GATK4,natarajan-chip-protocol,sample,NA,4.1.6.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fmutect2/4.1.6.0,dockstore,terra-outreach:CHIP-Detection-Mutect2,1-Mutect2-GATK4:terra-outreach:CHIP-Detection-Mutect2,github.com/broadinstitute/gatk/mutect2
2-CHIP-Annotation-And-Filtering,terra-outreach,sample,NA,main,NA,dockstore://github.com%2Fcharliecondon%2FAnnovar_Whitelist_Filter_WDL/main,dockstore,terra-outreach:CHIP-Detection-Mutect2,2-CHIP-Annotation-And-Filtering:terra-outreach:CHIP-Detection-Mutect2,github.com/charliecondon/Annovar_Whitelist_Filter_WDL
Optimus_v3-0-0,featured-workspaces-hca,sample_set,NA,optimus_v3.0.0_terra,NA,dockstore://github.com%2FHumanCellAtlas%2Fskylab%2FOptimus_v3-0-0/optimus_v3.0.0_terra,dockstore,featured-workspaces-hca:HCA_Optimus_Pipeline_v3-0-0,Optimus_v3-0-0:featured-workspaces-hca:HCA_Optimus_Pipeline_v3-0-0,github.com/HumanCellAtlas/skylab/Optimus_v3-0-0
gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__clinical_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_BRCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
WholeGenomeGermlineSingleSample_Data_Tables,help-gatk,sample,NA,1.3.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-genome-processing-pipeline%2FWholeGenomeGermlineSingleSample/1.3.0,dockstore,help-gatk:Whole-Genome-Analysis-Pipeline,WholeGenomeGermlineSingleSample_Data_Tables:help-gatk:Whole-Genome-Analysis-Pipeline,github.com/gatk-workflows/gatk4-genome-processing-pipeline/WholeGenomeGermlineSingleSample
WholeGenomeGermlineSingleSample_File_Paths,help-gatk,NA,NA,1.3.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-genome-processing-pipeline%2FWholeGenomeGermlineSingleSample/1.3.0,dockstore,help-gatk:Whole-Genome-Analysis-Pipeline,WholeGenomeGermlineSingleSample_File_Paths:help-gatk:Whole-Genome-Analysis-Pipeline,github.com/gatk-workflows/gatk4-genome-processing-pipeline/WholeGenomeGermlineSingleSample
Cellranger,kco-tech,sample,NA,2.3.0,NA,dockstore://github.com%2Flilab-bcb%2Fcumulus%2FCellranger/2.3.0,dockstore,kco-tech:Cumulus,Cellranger:kco-tech:Cumulus,github.com/lilab-bcb/cumulus/Cellranger
Cumulus,kco-tech,sample,NA,2.3.0,NA,dockstore://github.com%2Flilab-bcb%2Fcumulus%2FCumulus/2.3.0,dockstore,kco-tech:Cumulus,Cumulus:kco-tech:Cumulus,github.com/lilab-bcb/cumulus/Cumulus
aggregate-and-qc-grch38,aryee-lab,sample_set,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Faggregate_bismark/main,dockstore,aryee-lab:bisulfite-seq-tools,aggregate-and-qc-grch38:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/aggregate_bismark
aggregate-and-qc-hg19,aryee-lab,sample_set,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Faggregate_bismark/main,dockstore,aryee-lab:bisulfite-seq-tools,aggregate-and-qc-hg19:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/aggregate_bismark
aggregate-and-qc-mm10,aryee-lab,sample_set,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Faggregate_bismark/main,dockstore,aryee-lab:bisulfite-seq-tools,aggregate-and-qc-mm10:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/aggregate_bismark
rrbs-grch38,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,rrbs-grch38:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
rrbs-hg19,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,rrbs-hg19:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
rrbs-mm10,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,rrbs-mm10:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
wgbs-grch38,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,wgbs-grch38:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
wgbs-hg19,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,wgbs-hg19:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
wgbs-mm10,aryee-lab,sample,NA,main,NA,dockstore://github.com%2Faryeelab%2Fbisulfite-seq-tools%2Fbismark/main,dockstore,aryee-lab:bisulfite-seq-tools,wgbs-mm10:aryee-lab:bisulfite-seq-tools,github.com/aryeelab/bisulfite-seq-tools/bismark
Aggregate_Model_Segments_PostProcessing,lichtens,pair_set,Aggregate_Model_Segments_PostProcessing,4,lichtens,agora://lichtens/Aggregate_Model_Segments_PostProcessing/4,agora,broad-firecloud-dsde-methods:Model_Segments_PostProcessing_Home,Aggregate_Model_Segments_PostProcessing:broad-firecloud-dsde-methods:Model_Segments_PostProcessing_Home,NA
Model_Segments_PostProcessing,lichtens,pair,Model_Segments_PostProcessing,3,lichtens,agora://lichtens/Model_Segments_PostProcessing/3,agora,broad-firecloud-dsde-methods:Model_Segments_PostProcessing_Home,Model_Segments_PostProcessing:broad-firecloud-dsde-methods:Model_Segments_PostProcessing_Home,NA
cnest,ga4gh-cnest-test,1kg_sub_sample_set,NA,master,NA,dockstore://github.com%2Ftf2%2FCNest%2Fcnest/master,dockstore,ga4gh-cnest-test:cnest-terra,cnest:ga4gh-cnest-test:cnest-terra,github.com/tf2/CNest/cnest
IndexBamWithSamtools_4_DRS,ga4gh-cnest-test,1kg_sub_sample,IndexBamWithSamtools_copy,32,bshifaw,agora://bshifaw/IndexBamWithSamtools_copy/32,agora,ga4gh-cnest-test:cnest-terra,IndexBamWithSamtools_4_DRS:ga4gh-cnest-test:cnest-terra,NA
cram-to-bam,gatk,sample,cram-to-bam,3,gatk,agora://gatk/cram-to-bam/3,agora,ga4gh-cnest-test:cnest-terra,cram-to-bam:ga4gh-cnest-test:cnest-terra,NA
fastq_to_ubam,pathogen-genomic-surveillance,NA,fastq_to_ubam,7,pathogen-genomic-surveillance,agora://pathogen-genomic-surveillance/fastq_to_ubam/7,agora,pathogen-genomic-surveillance:HCoV-19,fastq_to_ubam:pathogen-genomic-surveillance:HCoV-19,NA
SRA_to_uBAM,pathogen-genomic-surveillance,sample,SRA_to_uBAM,20,pathogen-genomic-surveillance,agora://pathogen-genomic-surveillance/SRA_to_uBAM/20,agora,pathogen-genomic-surveillance:HCoV-19,SRA_to_uBAM:pathogen-genomic-surveillance:HCoV-19,NA
assemble_denovo_with_deplete,pathogen_genomic_surveillance,sample,assemble_denovo_with_deplete,3,pathogen_genomic_surveillance,agora://pathogen_genomic_surveillance/assemble_denovo_with_deplete/3,agora,pathogen-genomic-surveillance:HCoV-19,assemble_denovo_with_deplete:pathogen-genomic-surveillance:HCoV-19,NA
classify_krakenuniq,pathogen_genomic_surveillance,sample,classify_krakenuniq,1,pathogen_genomic_surveillance,agora://pathogen_genomic_surveillance/classify_krakenuniq/1,agora,pathogen-genomic-surveillance:HCoV-19,classify_krakenuniq:pathogen-genomic-surveillance:HCoV-19,NA
1-CNN-Variant-Filter-1D,help-gatk,sample,NA,4.2.0.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fcram2filtered/4.2.0.0,dockstore,help-gatk:cnn-variant-filter,1-CNN-Variant-Filter-1D:help-gatk:cnn-variant-filter,github.com/broadinstitute/gatk/cram2filtered
1-CNN-Variant-Filter-2D,help-gatk,sample,NA,4.2.0.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fcram2filtered/4.2.0.0,dockstore,help-gatk:cnn-variant-filter,1-CNN-Variant-Filter-2D:help-gatk:cnn-variant-filter,github.com/broadinstitute/gatk/cram2filtered
optional-CNN-CRAM-2-Trained-Model,help-gatk,participant,NA,4.1.7.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2Fcram2model/4.1.7.0,dockstore,help-gatk:cnn-variant-filter,optional-CNN-CRAM-2-Trained-Model:help-gatk:cnn-variant-filter,github.com/broadinstitute/gatk/cram2model
optional-Happy_Workflow,help-gatk,participant,NA,4.1.7.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2Frun_happy/4.1.7.0,dockstore,help-gatk:cnn-variant-filter,optional-Happy_Workflow:help-gatk:cnn-variant-filter,github.com/broadinstitute/gatk/run_happy
BAM-To-Unmapped-BAM,help-gatk,sample,NA,3.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FBAM-to-Unmapped-BAM/3.0.0,dockstore,help-gatk:Sequence-Format-Conversion,BAM-To-Unmapped-BAM:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/seq-format-conversion/BAM-to-Unmapped-BAM
CRAM-To-BAM,help-gatk,sample,NA,master,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FCRAM-to-BAM/master,dockstore,help-gatk:Sequence-Format-Conversion,CRAM-To-BAM:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/seq-format-conversion/CRAM-to-BAM
interleaved-fastq-to-paired-fastq,help-gatk,sample,NA,3.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2Finterleaved-fastq-to-paired-fastq/3.0.0,dockstore,help-gatk:Sequence-Format-Conversion,interleaved-fastq-to-paired-fastq:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/seq-format-conversion/interleaved-fastq-to-paired-fastq
Paired-FASTQ-to-Unmapped-BAM,help-gatk,sample,NA,3.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FPaired-FASTQ-to-Unmapped-BAM/3.0.0,dockstore,help-gatk:Sequence-Format-Conversion,Paired-FASTQ-to-Unmapped-BAM:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/seq-format-conversion/Paired-FASTQ-to-Unmapped-BAM
Validate-BAM,help-gatk,NA,NA,2.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-validation%2FValidate-BAM/2.0.0,dockstore,help-gatk:Sequence-Format-Conversion,Validate-BAM:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/seq-format-validation/Validate-BAM
Validate_Variants,help-gatk,NA,NA,v1.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-basic-variant-validation%2Fgatk4-basic-variant-validation/v1.0,dockstore,help-gatk:Sequence-Format-Conversion,Validate_Variants:help-gatk:Sequence-Format-Conversion,github.com/gatk-workflows/gatk4-basic-variant-validation/gatk4-basic-variant-validation
gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_THCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_THCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__clinical_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_THCA_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_THCA_hg38_OpenAccess_GDCDR-12-0_DATA,NA
